referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
Keith Peterson,3,F,M,KO/TKO,Flying Knee Head,2,3:08,UFC Fight Night: Dern vs. Yan,2022-10-01,Las Vegas,Nevada,USA,1.0,96.0,51.0,90.0,45.0,0.0,0.0,0.0,0.0,0:11
Keith Peterson,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Machida vs Mousasi,2014-02-15,Jaragua do Sul,Santa Catarina,Brazil,0.0,154.0,61.0,148.0,55.0,4.0,1.0,0.0,0.0,1:58
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 165: Jones vs Gustafsson,2013-09-21,Toronto,Ontario,Canada,0.0,77.0,50.0,43.0,19.0,15.0,7.0,0.0,0.0,8:36
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Vieira vs. Tate,2021-11-20,Las Vegas,Nevada,USA,0.0,117.0,55.0,91.0,35.0,12.0,7.0,0.0,0.0,5:37
Daniel Movahedi,3,F,M,Submission,Rear Naked Choke,2,2:46,UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,London,England,United Kingdom,0.0,53.0,30.0,39.0,17.0,1.0,1.0,4.0,0.0,1:44
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,Las Vegas,Nevada,USA,0.0,100.0,71.0,33.0,20.0,4.0,4.0,0.0,0.0,10:01
Chris Tognoni,3,F,M,KO/TKO,Slam to   On Ground,1,0:22,UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Las Vegas,Nevada,USA,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0:00
Lukasz Bosacki,3,F,M,Submission,Rear Naked Choke,1,3:49,UFC Fight Night: Volkov vs. Aspinall,2022-03-19,London,England,United Kingdom,0.0,8.0,5.0,6.0,3.0,2.0,1.0,1.0,0.0,0:53
Robert Romero,3,F,M,DQ,Illegal Knee on Ground,1,4:02,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Rio Rancho,New Mexico,USA,0.0,10.0,6.0,9.0,5.0,0.0,0.0,1.0,0.0,0:00
Mark Smith,3,F,M,KO/TKO,Punches to Head At Distance,1,4:25,UFC Fight Night: Brunson vs. Till,2021-09-04,Las Vegas,Nevada,USA,1.0,81.0,47.0,81.0,47.0,2.0,0.0,0.0,0.0,0:09
Mike Beltran,3,F,M,Decision,Majority,3,5:00,UFC 263: Adesanya vs. Vettori 2,2021-06-12,Glendale,Arizona,USA,0.0,125.0,43.0,121.0,39.0,0.0,0.0,0.0,0.0,0:00
Jason Herzog,3,F,M,KO/TKO,Kick to Head At Distance,1,1:12,UFC Fight Night: Holm vs. Aldana,2020-10-03,Abu Dhabi,Abu Dhabi,United Arab Emirates,1.0,24.0,14.0,23.0,13.0,1.0,0.0,0.0,0.0,0:02
Barry Gallant,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Moncton,New Brunswick,Canada,0.0,174.0,75.0,174.0,75.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Henderson vs Diaz,2012-12-08,Seattle,Washington,USA,1.0,204.0,117.0,117.0,49.0,10.0,5.0,0.0,0.0,7:53
Gasper Oliver,3,F,M,KO/TKO,Punch to Head At Distance,2,3:27,UFC Fight Night: Cowboy vs Miller,2014-07-16,Atlantic City,New Jersey,USA,0.0,86.0,35.0,86.0,35.0,4.0,0.0,0.0,0.0,0:36
Osiris de Medeiros,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Machida vs Mousasi,2014-02-15,Jaragua do Sul,Santa Catarina,Brazil,0.0,121.0,44.0,100.0,26.0,10.0,1.0,1.0,0.0,3:22
Herb Dean,3,F,M,KO/TKO,Punch to Head At Distance,2,3:22,UFC Fight Night: Blachowicz vs. Rakic,2022-05-14,Las Vegas,Nevada,USA,1.0,61.0,40.0,48.0,30.0,1.0,1.0,0.0,0.0,2:01
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 169: Barao vs Faber 2,2014-02-01,Newark,New Jersey,USA,0.0,134.0,66.0,129.0,61.0,0.0,0.0,0.0,0.0,0:01
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Waterson vs. Hill,2020-09-12,Las Vegas,Nevada,USA,0.0,149.0,109.0,95.0,61.0,6.0,4.0,0.0,0.0,7:31
Jason Herzog,3,F,M,KO/TKO,Elbows to Head From Mount,3,3:42,UFC 229: Khabib vs. McGregor,2018-10-06,Las Vegas,Nevada,USA,1.0,138.0,96.0,111.0,73.0,2.0,1.0,0.0,0.0,5:36
Kevin Sataki,3,F,M,KO/TKO,Kick to Head At Distance,2,1:30,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,Berlin,Berlin,Germany,1.0,44.0,24.0,43.0,23.0,0.0,0.0,0.0,0.0,0:15
Leon Roberts,3,F,M,Decision,Majority,3,5:00,UFC Fight Night: Maia vs. Askren,2019-10-26,Kallang,,Singapore,0.0,176.0,81.0,173.0,78.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Majority,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Nashville,Tennessee,USA,0.0,97.0,65.0,76.0,46.0,7.0,5.0,1.0,0.0,8:11
Leon Roberts,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Belfast,Northern Ireland,United Kingdom,0.0,104.0,48.0,92.0,38.0,0.0,0.0,0.0,0.0,0:08
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,Brasilia,Distrito Federal,Brazil,0.0,75.0,60.0,12.0,7.0,8.0,5.0,1.0,0.0,12:12
Leon Roberts,3,F,M,KO/TKO,Punches to Head From Mount,2,1:35,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Krakow,,Poland,0.0,7.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1:35
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,London,England,United Kingdom,0.0,153.0,51.0,146.0,48.0,4.0,1.0,0.0,0.0,1:14
Herb Dean,3,F,M,Submission,Guillotine Choke From Bottom Half Guard,2,2:13,UFC Fight Night: Diaz vs Guillard,2009-09-16,Oklahoma City,Oklahoma,USA,0.0,79.0,27.0,73.0,21.0,2.0,2.0,2.0,0.0,1:23
Josh Rosenthal,3,F,M,KO/TKO,Kick to Head At Distance,1,1:16,UFC 150: Henderson vs Edgar II,2012-08-11,Denver,Colorado,USA,1.0,9.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0:02
Steve Newport,3,F,M,KO/TKO,Punch to Head At Distance,2,2:47,UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,0.0,57.0,24.0,56.0,23.0,1.0,0.0,0.0,0.0,0:13
Steve Mazzagatti,3,F,M,Submission,Guillotine Choke From Bottom Guard,1,0:27,UFC Fight Night: Stevenson vs Guillard,2007-04-05,Las Vegas,Nevada,USA,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0:11
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,4:40,UFC 79: Nemesis,2007-12-29,Las Vegas,Nevada,USA,0.0,13.0,10.0,9.0,6.0,2.0,2.0,2.0,1.0,1:48
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Evans vs Davis,2012-01-28,Chicago,Illinois,USA,0.0,149.0,77.0,136.0,64.0,1.0,1.0,0.0,1.0,4:25
Mario Yamasaki,3,F,M,KO/TKO,Punch to Head At Distance,2,1:28,UFC Live: Sanchez vs Kampmann,2011-03-03,Louisville,Kentucky,USA,0.0,71.0,23.0,70.0,22.0,1.0,1.0,0.0,0.0,0:29
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,2:38,UFC on FX: Browne vs Bigfoot,2012-10-05,Minneapolis,Minnesota,USA,0.0,32.0,14.0,25.0,8.0,4.0,1.0,2.0,0.0,1:24
Josh Rosenthal,3,F,M,KO/TKO,Punch to Head At Distance,1,2:12,UFC 132: Cruz vs Faber,2011-07-02,Las Vegas,Nevada,USA,2.0,42.0,17.0,42.0,17.0,0.0,0.0,0.0,0.0,0:06
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 148: Silva vs Sonnen 2,2012-07-07,Las Vegas,Nevada,USA,0.0,134.0,63.0,103.0,35.0,1.0,0.0,0.0,1.0,2:06
Dan Miragliotta,3,F,M,Submission,Heel Hook On Ground,1,3:00,UFC Live: Cruz vs Johnson,2011-10-01,Washington,DC,USA,0.0,27.0,9.0,26.0,8.0,0.0,0.0,0.0,0.0,0:37
Herb Dean,3,F,M,Submission,Triangle Armbar From Bottom,1,1:54,UFC 146: Dos Santos vs Mir,2012-05-26,Las Vegas,Nevada,USA,0.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1:31
Mark Matheny,3,F,M,KO/TKO,Punches to Head On Ground,1,4:42,UFC Live: Kongo vs Barry,2011-06-26,Pittsburgh,Pennsylvania,USA,1.0,75.0,29.0,73.0,27.0,1.0,1.0,0.0,0.0,1:05
Leon Roberts,3,F,M,Submission,Guillotine Choke After Drop to Guard,1,0:17,UFC 138: Leben vs Munoz,2011-11-05,Birmingham,England,United Kingdom,0.0,6.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0:00
Herb Dean,3,F,M,KO/TKO,Punches to Head From Back Control,1,1:33,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Boston,Massachusetts,USA,0.0,39.0,28.0,36.0,25.0,2.0,1.0,0.0,0.0,0:42
Ed Collantes,3,F,M,Submission,Heel Hook After Drop to Ground,1,2:46,UFC 232: Jones vs. Gustafsson 2,2018-12-29,Los Angeles,California,USA,0.0,15.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,1:34
Herb Dean,3,T,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Las Vegas,Nevada,USA,0.0,26.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0,5:05
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 76: Knockout,2007-09-22,Anaheim,California,USA,0.0,167.0,109.0,108.0,59.0,5.0,4.0,0.0,2.0,11:26
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,0.0,95.0,68.0,43.0,19.0,14.0,7.0,0.0,1.0,6:41
Josh Rosenthal,5,T,M,KO/TKO,Punches to Head At Distance,4,3:54,UFC 136: Edgar vs Maynard 3,2011-10-08,Houston,Texas,USA,1.0,179.0,64.0,176.0,61.0,11.0,0.0,0.0,0.0,0:15
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 118: Edgar vs Penn 2,2010-08-28,Boston,Massachusetts,USA,0.0,85.0,33.0,63.0,14.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Submission,Rear Naked Choke,2,2:20,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Las Vegas,Nevada,USA,0.0,72.0,36.0,61.0,25.0,3.0,0.0,1.0,0.0,0:37
Herb Dean,3,F,M,Submission,Guillotine Choke From Front Headlock,2,3:41,UFC 112: Invincible,2010-04-10,Abu Dhabi,,United Arab Emirates,0.0,145.0,110.0,73.0,47.0,0.0,0.0,3.0,2.0,5:25
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 98: Evans vs Machida,2009-05-23,Las Vegas,Nevada,USA,0.0,193.0,76.0,191.0,74.0,7.0,1.0,1.0,0.0,0:45
Mario Yamasaki,5,T,M,KO/TKO,Flying Knee Head,3,5:00,UFC 84: Ill Will,2008-05-24,Las Vegas,Nevada,USA,1.0,183.0,130.0,175.0,122.0,1.0,0.0,0.0,0.0,0:07
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC: Silva vs Irvin,2008-07-19,Las Vegas,Nevada,USA,0.0,171.0,124.0,112.0,69.0,11.0,10.0,0.0,0.0,12:08
Larry Landless,3,F,M,Decision,Majority,3,5:00,UFC 46: Supernatural,2004-01-31,Las Vegas,Nevada,USA,0.0,112.0,82.0,68.0,40.0,3.0,2.0,0.0,0.0,4:05
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 47: It's On!,2004-04-02,Las Vegas,Nevada,USA,0.0,92.0,66.0,43.0,21.0,0.0,0.0,1.0,1.0,4:51
Dan Miragliotta,3,F,M,KO/TKO,Punch to Head At Distance,2,3:26,UFC 103: Franklin vs Belfort,2009-09-19,Dallas,Texas,USA,1.0,154.0,72.0,149.0,67.0,0.0,0.0,0.0,0.0,0:17
John McCarthy,5,T,M,Decision,Unanimous,5,5:00,UFC 73: Stacked,2007-07-07,Sacramento,California,USA,0.0,249.0,215.0,55.0,35.0,19.0,16.0,2.0,1.0,22:22
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 78: Validation,2007-11-17,Newark,New Jersey,USA,0.0,212.0,162.0,79.0,42.0,12.0,8.0,0.0,0.0,13:10
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 127: Penn vs Fitch,2011-02-26,Sydney,New South Wales,Australia,0.0,210.0,69.0,198.0,59.0,6.0,3.0,0.0,0.0,1:56
Kevin Mulhall,3,F,M,Decision,Unanimous,3,5:00,UFC on FX: Maynard vs Guida,2012-06-22,Atlantic City,New Jersey,USA,0.0,234.0,96.0,189.0,64.0,8.0,4.0,0.0,0.0,3:52
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,UFC 58: USA vs Canada,2006-03-04,Las Vegas,Nevada,USA,0.0,199.0,76.0,183.0,62.0,0.0,0.0,0.0,0.0,1:00
Marc Goddard,3,F,M,KO/TKO,Punches to Head From Mount,2,2:51,UFC 134: Silva vs Okami,2011-08-27,Rio de Janeiro,,Brazil,0.0,140.0,109.0,26.0,10.0,7.0,3.0,0.0,0.0,6:43
Herb Dean,3,F,M,KO/TKO,"Elbows to Head From Side Control
      Submission to Strikes",2,4:03,UFC 104: Machida vs Shogun,2009-10-24,Los Angeles,California,USA,0.0,81.0,51.0,53.0,28.0,7.0,2.0,0.0,0.0,4:39
Jorge Alonso,3,F,M,KO/TKO,Punch to Head At Distance,2,4:03,UFC Fight Night: Evans vs Salmon,2007-01-25,Hollywood,Florida,USA,0.0,118.0,57.0,80.0,25.0,5.0,2.0,2.0,1.0,3:53
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC 67: All or Nothing,2007-02-03,Las Vegas,Nevada,USA,0.0,141.0,92.0,100.0,55.0,15.0,8.0,0.0,1.0,5:02
David Smith,3,F,M,Decision,Unanimous,3,5:00,UFC 90: Silva vs Cote,2008-10-25,Rosemont,Illinois,USA,0.0,264.0,103.0,253.0,92.0,7.0,3.0,0.0,0.0,2:31
Neil Swailes,3,F,M,KO/TKO,Knee to Head In Clinch,2,3:02,UFC Fight Night: Lewis vs. Hunt,2017-06-10,Auckland,,New Zealand,1.0,146.0,74.0,141.0,69.0,1.0,0.0,0.0,0.0,0:01
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Calgary,Alberta,Canada,0.0,265.0,134.0,261.0,131.0,0.0,0.0,0.0,0.0,0:00
Kevin Mulhall,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Henderson vs Khabilov,2014-06-07,Albuquerque,New Mexico,USA,0.0,134.0,33.0,134.0,33.0,1.0,0.0,0.0,0.0,0:02
Keith Peterson,3,F,M,KO/TKO,Punch to Head At Distance,2,1:35,UFC Fight Night: Bader vs Saint Preux,2014-08-16,Bangor,Maine,USA,0.0,58.0,25.0,47.0,15.0,4.0,2.0,0.0,0.0,1:13
Herb Dean,3,F,M,Submission,Rear Naked Choke,2,1:49,UFC Fight Night: Marquardt vs Palhares,2010-09-15,Austin,Texas,USA,1.0,78.0,24.0,78.0,24.0,4.0,1.0,1.0,0.0,0:39
Marc Goddard,5,F,M,KO/TKO,Punch to Head At Distance,3,0:41,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,Gold Coast,Queensland,Australia,0.0,114.0,35.0,113.0,34.0,6.0,1.0,0.0,0.0,1:31
Leon Roberts,3,F,M,KO/TKO,Punches to Head At Distance,2,3:45,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,Stockholm,,Sweden,0.0,83.0,35.0,77.0,29.0,7.0,1.0,0.0,0.0,3:08
Dan Miragliotta,3,F,M,KO/TKO,Punch to Head At Distance,1,2:30,UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,1.0,28.0,12.0,27.0,11.0,0.0,0.0,0.0,0.0,0:02
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Tampa,Florida,USA,0.0,115.0,51.0,110.0,48.0,7.0,4.0,0.0,0.0,2:53
Keith Peterson,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Denver,Colorado,USA,0.0,104.0,55.0,100.0,51.0,2.0,1.0,1.0,1.0,2:14
Dan Miragliotta,3,F,M,KO/TKO,Punches to Head On Ground,3,1:14,UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Greenville,South Carolina,USA,0.0,46.0,28.0,42.0,24.0,3.0,1.0,0.0,0.0,0:14
Marc Goddard,3,T,M,Decision,Split,3,5:00,The Ultimate Fighter: Undefeated Finale,2018-07-06,Las Vegas,Nevada,USA,0.0,116.0,86.0,71.0,42.0,0.0,0.0,1.0,0.0,5:39
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Chiesa vs. Magny,2021-01-20,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,210.0,111.0,207.0,108.0,9.0,3.0,0.0,0.0,0:50
Andrew Glenn,3,F,M,KO/TKO,Punch to Head At Distance,3,4:45,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Tampa,Florida,USA,2.0,224.0,141.0,222.0,139.0,2.0,2.0,0.0,0.0,1:56
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Sunrise,Florida,USA,0.0,132.0,95.0,85.0,53.0,4.0,2.0,0.0,0.0,9:11
Mike Beltran,3,F,M,KO/TKO,Punches to Head In Clinch,1,0:37,UFC Fight Night: Jung vs. Ige,2021-06-19,Las Vegas,Nevada,USA,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0:00
Jacob Montalvo,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Poirier vs. Johnson,2016-09-17,Hidalgo,Texas,USA,0.0,330.0,185.0,279.0,144.0,9.0,3.0,2.0,0.0,7:03
Chris Tognoni,3,F,M,Decision,Split,3,5:00,UFC 191: Johnson vs Dodson 2,2015-09-05,Las Vegas,Nevada,USA,0.0,162.0,49.0,162.0,49.0,0.0,0.0,0.0,0.0,0:09
Mike Beltran,3,F,M,KO/TKO,Kick to Head At Distance,2,3:44,UFC on FOX: Henderson vs Melendez,2013-04-20,San Jose,California,USA,0.0,94.0,40.0,74.0,21.0,1.0,1.0,1.0,0.0,0:54
John McCarthy,5,F,M,Decision,Split,5,5:00,UFC on FOX: Henderson vs Thomson,2014-01-25,Chicago,Illinois,USA,0.0,166.0,114.0,91.0,46.0,4.0,4.0,1.0,0.0,5:00
Steve Mazzagatti,3,F,M,KO/TKO,Kick to Head At Distance,1,4:32,UFC 49: Unfinished Business,2004-08-21,Las Vegas,Nevada,USA,1.0,30.0,24.0,21.0,16.0,1.0,0.0,0.0,0.0,0:40
Kim Winslow,3,F,M,KO/TKO,Punch to Head At Distance,3,2:33,UFC 125: Resolution,2011-01-01,Las Vegas,Nevada,USA,1.0,96.0,51.0,68.0,25.0,4.0,0.0,2.0,0.0,1:02
Josh Rosenthal,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Diaz vs Neer,2008-09-17,Omaha,Nebraska,USA,0.0,157.0,114.0,72.0,40.0,11.0,5.0,0.0,0.0,7:29
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 104: Machida vs Shogun,2009-10-24,Los Angeles,California,USA,0.0,135.0,35.0,121.0,22.0,14.0,11.0,2.0,0.0,4:36
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 101: Declaration,2009-08-08,Philadelphia,Pennsylvania,USA,0.0,148.0,105.0,48.0,21.0,5.0,3.0,0.0,0.0,12:18
Herb Dean,3,F,M,Submission,Triangle Choke From Bottom Guard,2,3:06,UFC Fight Night: Florian vs Lauzon,2008-04-02,Broomfield,Colorado,USA,0.0,41.0,28.0,17.0,6.0,1.0,1.0,1.0,0.0,1:22
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 116: Lesnar vs Carwin,2010-07-03,Las Vegas,Nevada,USA,1.0,199.0,82.0,162.0,48.0,2.0,1.0,0.0,0.0,4:47
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC 74: Respect,2007-08-25,Las Vegas,Nevada,USA,0.0,128.0,80.0,84.0,42.0,3.0,3.0,3.0,2.0,4:07
Steve Mazzagatti,3,F,M,Submission,Triangle Choke From Bottom Guard,1,3:39,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,0.0,30.0,25.0,8.0,3.0,2.0,2.0,2.0,0.0,2:31
Mario Yamasaki,3,F,M,Submission,Rear Naked Choke,3,3:16,UFC 91: Couture vs Lesnar,2008-11-15,Las Vegas,Nevada,USA,0.0,152.0,118.0,44.0,21.0,1.0,1.0,6.0,2.0,11:39
Yves Lavigne,3,F,M,KO/TKO,"Elbows to Head From Mount
      Submission to Strikes",1,4:30,UFC 73: Stacked,2007-07-07,Sacramento,California,USA,0.0,67.0,51.0,32.0,20.0,5.0,3.0,0.0,0.0,2:22
Steve Mazzagatti,3,F,M,Submission,Guillotine Choke From Bottom Half Guard,1,4:10,UFC Fight Night: Thomas vs Florian,2007-09-19,Las Vegas,Nevada,USA,1.0,28.0,25.0,11.0,10.0,3.0,1.0,3.0,0.0,1:33
John McCarthy,3,F,M,Submission,Rear Naked Choke,1,2:04,UFC 64: Unstoppable,2006-10-14,Las Vegas,Nevada,USA,0.0,37.0,30.0,9.0,5.0,1.0,1.0,1.0,0.0,1:54
Herb Dean,3,T,M,Submission,"Injury  
      Shoulder Injury",2,0:20,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Las Vegas,Nevada,USA,0.0,60.0,56.0,5.0,2.0,1.0,0.0,1.0,0.0,0:25
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 94: St-Pierre vs Penn 2,2009-01-31,Las Vegas,Nevada,USA,0.0,115.0,70.0,64.0,27.0,7.0,3.0,0.0,0.0,5:08
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,1,0:12,UFC 87: Seek And Destroy,2008-08-09,Minneapolis,Minnesota,USA,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0:03
Chris Tognoni,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,0.0,257.0,145.0,232.0,124.0,0.0,0.0,0.0,0.0,0:13
Mark Smith,3,F,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick",3,4:55,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,0.0,185.0,65.0,168.0,55.0,12.0,0.0,0.0,0.0,1:44
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Thompson vs. Pettis,2019-03-23,Nashville,Tennessee,USA,0.0,139.0,75.0,137.0,73.0,0.0,0.0,0.0,0.0,0:02
Osiris Maia,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Buenos Aires,Buenos Aires,Argentina,0.0,157.0,68.0,139.0,58.0,1.0,0.0,0.0,0.0,0:15
Mark Smith,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,Las Vegas,Nevada,USA,0.0,182.0,110.0,152.0,84.0,1.0,0.0,0.0,0.0,1:45
Gary Forman,3,F,M,Submission,Rear Naked Choke,1,4:30,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Boston,Massachusetts,USA,0.0,58.0,40.0,13.0,5.0,2.0,2.0,1.0,0.0,4:16
Chris Tognoni,3,F,M,Submission,Rear Naked Choke,2,3:02,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,Las Vegas,Nevada,USA,0.0,50.0,22.0,40.0,14.0,4.0,2.0,1.0,0.0,4:16
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Pittsburgh,Pennsylvania,USA,0.0,124.0,55.0,111.0,47.0,14.0,2.0,2.0,0.0,5:42
Todd Ronald Anderson,3,F,M,KO/TKO,Punch to Head In Clinch,1,2:01,UFC 165: Jones vs Gustafsson,2013-09-21,Toronto,Ontario,Canada,1.0,39.0,20.0,39.0,20.0,0.0,0.0,0.0,0.0,0:08
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,London,England,United Kingdom,0.0,63.0,14.0,62.0,13.0,0.0,0.0,0.0,0.0,0:02
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC 158: St-Pierre vs Diaz,2013-03-16,Montreal,Quebec,Canada,0.0,197.0,88.0,195.0,86.0,0.0,0.0,0.0,0.0,0:11
Steve Rita,3,F,M,Submission,Rear Naked Choke,3,3:56,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Boston,Massachusetts,USA,0.0,110.0,69.0,87.0,46.0,4.0,2.0,3.0,0.0,6:12
Gary Copeland,3,F,M,KO/TKO,Kick to Head At Distance,1,3:21,UFC Fight Night: Brown vs Silva,2014-05-10,Cincinnati,Ohio,USA,0.0,21.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0:00
Mario Yamasaki,3,F,M,Submission,Straight Armbar From Half Guard,2,2:49,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Goiania,Goias,Brazil,0.0,45.0,38.0,22.0,16.0,1.0,1.0,1.0,0.0,4:04
Steve Newport,3,F,M,Decision,Split,3,5:00,UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,0.0,128.0,48.0,126.0,48.0,0.0,0.0,0.0,0.0,0:00
Josh Rosenthal,3,F,M,Submission,Rear Naked Choke,1,2:58,UFC 140: Jones vs Machida,2011-12-10,Toronto,Ontario,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00
Mario Yamasaki,5,T,M,Decision,Unanimous,5,5:00,UFC 33: Victory in Vegas,2001-09-28,Las Vegas,Nevada,USA,0.0,136.0,100.0,60.0,27.0,0.0,0.0,1.0,0.0,16:01
Dan Miragliotta,3,F,M,KO/TKO,Spinning Back Fist Head,3,1:27,UFC 129: St-Pierre vs Shields,2011-04-30,Toronto,Ontario,Canada,1.0,103.0,55.0,98.0,50.0,0.0,0.0,0.0,0.0,0:01
