fighter_f_name_fighter1,fighter_l_name_fighter1,fighter_f_name_fighter2,fighter_l_name_fighter2,f_1,f_2,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,num_rounds,finish_round,finish_time,title_fight,weight_class,gender,result,result_details
David,Teymur,Charles,Oliveira,1401.0,417.0,0.0,61.0,31.0,58.0,28.0,1.0,1.0,1.0,0.0,0:13,3,2,0:55,F,Lightweight,M,Submission,Anaconda Choke On Ground
David,Teymur,Lando,Vannata,287.0,417.0,0.0,144.0,79.0,141.0,76.0,1.0,1.0,0.0,0.0,0:07,3,3,5:00,F,Lightweight,M,Decision,Unanimous
David,Teymur,Nik,Lentz,2052.0,417.0,0.0,146.0,63.0,144.0,61.0,5.0,0.0,0.0,0.0,0:44,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Paul,Felder,Charles,Oliveira,1401.0,3023.0,0.0,20.0,12.0,13.0,6.0,3.0,2.0,2.0,1.0,2:52,3,2,4:06,F,Lightweight,M,KO/TKO,Elbows to Head From Guard
Paul,Felder,Edson,Barboza,3863.0,3023.0,0.0,133.0,77.0,114.0,60.0,3.0,1.0,0.0,0.0,1:49,3,3,5:00,F,Lightweight,M,Decision,Split
Paul,Felder,Edson,Barboza,3863.0,3023.0,0.0,135.0,64.0,135.0,64.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Paul,Felder,Francisco,Trinaldo,358.0,3023.0,0.0,85.0,42.0,67.0,32.0,3.0,1.0,0.0,0.0,4:22,3,3,2:25,F,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
Paul,Felder,James,Vick,250.0,3023.0,0.0,129.0,69.0,121.0,61.0,0.0,0.0,0.0,0.0,2:14,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Paul,Felder,Stevie,Ray,1096.0,3023.0,0.0,15.0,11.0,9.0,5.0,1.0,0.0,0.0,0.0,1:45,3,1,3:57,F,Lightweight,M,KO/TKO,Elbow to Head From Guard
Paul,Felder,Ross,Pearson,1284.0,3023.0,0.0,140.0,86.0,116.0,62.0,1.0,1.0,0.0,0.0,3:03,3,3,5:00,F,Lightweight,M,Decision,Split
Paul,Felder,Joshua,Burkman,3621.0,3023.0,0.0,98.0,41.0,97.0,40.0,6.0,3.0,0.0,0.0,3:25,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Paul,Felder,Jason,Saggo,900.0,3023.0,1.0,77.0,45.0,50.0,29.0,16.0,6.0,0.0,1.0,7:19,3,3,5:00,F,Lightweight,M,Decision,Split
Paul,Felder,Danny,Castillo,3513.0,3023.0,0.0,52.0,21.0,52.0,21.0,2.0,0.0,0.0,0.0,0:00,3,2,2:09,F,Lightweight,M,KO/TKO,Spinning Back Fist Head
Myles,Jury,Michael,Johnson,2364.0,2305.0,0.0,45.0,10.0,41.0,6.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Myles,Jury,Donald,Cerrone,3499.0,2305.0,0.0,105.0,54.0,83.0,37.0,1.0,1.0,2.0,1.0,3:41,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Myles,Jury,Diego,Sanchez,870.0,2305.0,0.0,105.0,37.0,93.0,25.0,0.0,0.0,2.0,0.0,0:49,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Myles,Jury,Ramsey,Nijem,1474.0,2305.0,0.0,32.0,10.0,28.0,6.0,1.0,1.0,0.0,1.0,2:19,3,2,1:02,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Myles,Jury,Mike,Ricci,1051.0,2305.0,0.0,105.0,31.0,98.0,25.0,0.0,0.0,0.0,2.0,0:46,3,3,5:00,F,Lightweight,M,Decision,Split
Edson,Barboza,Bobby,Green,2728.0,3863.0,0.0,123.0,50.0,123.0,50.0,2.0,0.0,0.0,0.0,0:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Edson,Barboza,Donald,Cerrone,3499.0,3863.0,1.0,20.0,11.0,20.0,11.0,1.0,0.0,2.0,0.0,0:21,3,1,3:15,F,Lightweight,M,Submission,Rear Naked Choke
Edson,Barboza,Anthony,Pettis,1225.0,3863.0,0.0,131.0,48.0,131.0,48.0,3.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Edson,Barboza,Khabib,Nurmagomedov,1436.0,3863.0,0.0,246.0,154.0,177.0,89.0,13.0,4.0,0.0,0.0,10:32,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Edson,Barboza,Ross,Pearson,1284.0,3863.0,0.0,188.0,62.0,186.0,60.0,6.0,0.0,0.0,0.0,0:39,3,3,5:00,F,Lightweight,M,Decision,Split
Edson,Barboza,Danny,Castillo,3513.0,3863.0,0.0,140.0,67.0,125.0,55.0,10.0,1.0,1.0,0.0,3:04,3,3,5:00,F,Lightweight,M,Decision,Majority
Edson,Barboza,Mike,Lullo,1956.0,3863.0,0.0,104.0,68.0,45.0,12.0,5.0,0.0,1.0,0.0,0:10,3,3,0:26,F,Lightweight,M,KO/TKO,Kicks to Leg At Distance
Kevin,Aguilar,Charles,Rosa,949.0,4081.0,0.0,173.0,69.0,173.0,69.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Jesse,Butler,Jim,Miller,1693.0,3599.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0:00,3,1,0:23,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Joe,Solecki,Jim,Miller,1693.0,611.0,0.0,76.0,45.0,34.0,11.0,0.0,0.0,0.0,0.0,2:03,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joe,Solecki,Austin,Hubbard,2487.0,611.0,0.0,14.0,9.0,14.0,9.0,0.0,0.0,0.0,0.0,0:00,3,1,3:51,F,Lightweight,M,Submission,Rear Naked Choke
Vinc,Pichel,Jim,Miller,1693.0,1209.0,0.0,57.0,26.0,39.0,14.0,2.0,2.0,2.0,1.0,5:10,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Vinc,Pichel,Roosevelt,Roberts,1003.0,1209.0,0.0,90.0,34.0,87.0,31.0,3.0,2.0,0.0,0.0,2:35,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Vinc,Pichel,Gregor,Gillespie,2831.0,1209.0,0.0,48.0,30.0,26.0,13.0,9.0,7.0,2.0,0.0,7:51,3,2,4:06,F,Lightweight,M,Submission,Arm Triangle From Half Guard
Vinc,Pichel,Damien,Brown,3653.0,1209.0,0.0,56.0,21.0,56.0,21.0,0.0,0.0,0.0,0.0,0:00,3,1,3:37,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Vinc,Pichel,Anthony,Njokuani,1464.0,1209.0,0.0,84.0,30.0,77.0,24.0,0.0,0.0,0.0,0.0,0:06,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Roosevelt,Roberts,Alexander,Yakovlev,78.0,1003.0,0.0,71.0,38.0,49.0,20.0,8.0,3.0,0.0,0.0,6:19,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Clay,Guida,Jim,Miller,1693.0,2702.0,0.0,8.0,2.0,8.0,2.0,0.0,0.0,1.0,0.0,0:00,3,1,0:58,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard
Clay,Guida,Michael,Johnson,2364.0,2702.0,0.0,138.0,70.0,126.0,58.0,0.0,0.0,0.0,0.0,3:03,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Clay,Guida,Diego,Sanchez,870.0,2702.0,1.0,156.0,80.0,144.0,68.0,2.0,1.0,3.0,0.0,1:06,3,3,5:00,F,Lightweight,M,Decision,Split
Clay,Guida,Joe,Lauzon,2102.0,2702.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0:00,3,1,1:07,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Clay,Guida,BJ,Penn,1267.0,2702.0,0.0,188.0,74.0,177.0,64.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Clay,Guida,Gray,Maynard,1798.0,2702.0,0.0,229.0,52.0,225.0,49.0,9.0,1.0,1.0,0.0,1:10,5,5,5:00,F,Lightweight,M,Decision,Split
Clay,Guida,Tyson,Griffin,2722.0,2702.0,0.0,125.0,87.0,87.0,50.0,2.0,2.0,2.0,0.0,1:49,3,3,5:00,F,Lightweight,M,Decision,Split
Clay,Guida,Kenny,Florian,2969.0,2702.0,1.0,102.0,43.0,78.0,22.0,2.0,1.0,1.0,0.0,1:05,3,2,2:19,F,Lightweight,M,Submission,Rear Naked Choke
Clay,Guida,Roger,Huerta,2484.0,2702.0,0.0,140.0,53.0,102.0,31.0,0.0,0.0,3.0,2.0,0:50,3,3,0:51,F,Lightweight,M,Submission,Rear Naked Choke
Clay,Guida,Din,Thomas,409.0,2702.0,0.0,131.0,51.0,113.0,33.0,0.0,0.0,1.0,0.0,0:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jason,Gonzalez,Jim,Miller,1693.0,2786.0,0.0,14.0,8.0,11.0,6.0,2.0,2.0,1.0,0.0,0:52,3,1,2:12,F,Lightweight,M,Submission,Rear Naked Choke
Jason,Gonzalez,Drew,Dober,3200.0,2786.0,1.0,45.0,23.0,41.0,20.0,1.0,0.0,0.0,0.0,0:11,3,1,1:45,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Jason,Gonzalez,Gregor,Gillespie,2831.0,2786.0,1.0,73.0,34.0,56.0,20.0,6.0,4.0,1.0,0.0,5:48,3,2,2:11,F,Lightweight,M,Submission,Arm Triangle From Mount
Alex,White,Jim,Miller,1693.0,152.0,0.0,26.0,17.0,24.0,15.0,1.0,1.0,1.0,0.0,0:19,3,1,1:29,F,Lightweight,M,Submission,Rear Naked Choke
Alex,White,Anthony,Rocco Martin,1843.0,152.0,0.0,119.0,83.0,40.0,20.0,6.0,2.0,0.0,0.0,12:24,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Alex,White,James,Krause,2168.0,152.0,0.0,93.0,56.0,67.0,35.0,11.0,3.0,2.0,1.0,10:09,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Alex,White,Mitch,Clarke,3445.0,152.0,0.0,90.0,34.0,83.0,28.0,4.0,0.0,0.0,0.0,0:26,3,2,4:36,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Takanori,Gomi,Jim,Miller,1693.0,2795.0,0.0,32.0,13.0,26.0,8.0,1.0,1.0,0.0,0.0,1:33,3,1,2:18,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Takanori,Gomi,Clay,Guida,2702.0,2795.0,0.0,69.0,16.0,61.0,12.0,9.0,3.0,2.0,0.0,1:48,3,2,4:27,F,Lightweight,M,Submission,Guillotine Choke From Bottom Half Guard
Takanori,Gomi,Nate,Diaz,3221.0,2795.0,1.0,81.0,42.0,73.0,36.0,0.0,0.0,3.0,0.0,0:23,3,1,4:27,F,Lightweight,M,Submission,Armbar From Bottom
Takanori,Gomi,Joe,Lauzon,2102.0,2795.0,0.0,39.0,25.0,26.0,15.0,1.0,1.0,0.0,0.0,1:07,3,1,2:37,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Takanori,Gomi,Myles,Jury,2305.0,2795.0,1.0,23.0,10.0,23.0,10.0,1.0,0.0,0.0,0.0,0:05,3,1,1:32,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Takanori,Gomi,Tyson,Griffin,2722.0,2795.0,0.0,14.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0:00,3,1,1:04,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Takanori,Gomi,Kenny,Florian,2969.0,2795.0,0.0,210.0,74.0,186.0,51.0,2.0,1.0,1.0,0.0,1:45,3,3,2:52,F,Lightweight,M,Submission,Rear Naked Choke
Michael,Chiesa,Jim,Miller,1693.0,3478.0,0.0,31.0,19.0,15.0,7.0,0.0,0.0,1.0,1.0,2:27,3,2,2:57,F,Lightweight,M,Submission,Rear Naked Choke
Michael,Chiesa,Beneil,Dariush,3296.0,3478.0,0.0,53.0,27.0,53.0,27.0,4.0,1.0,0.0,0.0,1:00,3,2,1:20,F,Lightweight,M,Submission,Rear Naked Choke
Michael,Chiesa,Joe,Lauzon,2102.0,3478.0,0.0,66.0,42.0,41.0,21.0,7.0,2.0,0.0,1.0,2:44,3,2,2:14,F,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
Michael,Chiesa,Colton,Smith,631.0,3478.0,0.0,27.0,13.0,18.0,4.0,3.0,2.0,1.0,0.0,3:11,3,2,1:41,F,Lightweight,M,Submission,Rear Naked Choke
Fabricio,Camoes,Jim,Miller,1693.0,3581.0,0.0,28.0,9.0,25.0,6.0,1.0,1.0,1.0,0.0,0:12,3,1,3:42,F,Lightweight,M,Submission,Armbar From Bottom Guard
Fabricio,Camoes,Melvin,Guillard,2700.0,3581.0,0.0,125.0,57.0,101.0,37.0,1.0,1.0,0.0,0.0,1:23,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Fabricio,Camoes,Kurt,Pellegrino,1276.0,3581.0,0.0,91.0,71.0,29.0,16.0,1.0,1.0,2.0,1.0,6:47,3,2,4:20,F,Lightweight,M,Submission,Rear Naked Choke
Joe,Lauzon,Jim,Miller,1693.0,2102.0,0.0,210.0,96.0,204.0,91.0,1.0,1.0,2.0,0.0,3:11,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joe,Lauzon,Anthony,Pettis,1225.0,2102.0,1.0,20.0,9.0,20.0,9.0,0.0,0.0,0.0,0.0,0:02,3,1,1:21,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Joe,Lauzon,Diego,Sanchez,870.0,2102.0,0.0,11.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0:00,3,1,1:26,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Joe,Lauzon,Sam,Stout,519.0,2102.0,0.0,281.0,110.0,264.0,94.0,0.0,0.0,0.0,0.0,2:25,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joe,Lauzon,George,Sotiropoulos,595.0,2102.0,0.0,76.0,24.0,70.0,19.0,11.0,3.0,2.0,0.0,3:23,3,2,2:43,F,Lightweight,M,Submission,Kimura From Side Control
Joe,Lauzon,Melvin,Guillard,2700.0,2102.0,0.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0:00,3,1,0:47,F,Lightweight,M,Submission,Rear Naked Choke
Joe,Lauzon,Kenny,Florian,2969.0,2102.0,0.0,165.0,115.0,74.0,35.0,4.0,2.0,0.0,0.0,3:44,3,2,3:28,F,Lightweight,M,KO/TKO,Punches to Head From Mount
Benson,Henderson,Jim,Miller,1693.0,2594.0,0.0,55.0,24.0,44.0,14.0,0.0,0.0,6.0,0.0,0:03,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Benson,Henderson,Clay,Guida,2702.0,2594.0,0.0,65.0,35.0,40.0,11.0,9.0,2.0,4.0,0.0,2:49,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Benson,Henderson,Frankie,Edgar,3122.0,2594.0,0.0,204.0,81.0,190.0,68.0,12.0,5.0,0.0,0.0,2:08,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Benson,Henderson,Donald,Cerrone,3499.0,2594.0,0.0,126.0,58.0,125.0,57.0,7.0,1.0,0.0,0.0,0:32,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Benson,Henderson,Mark,Bocek,3746.0,2594.0,0.0,62.0,36.0,34.0,11.0,11.0,4.0,2.0,1.0,4:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kamal,Shalorus,Jim,Miller,1693.0,738.0,1.0,172.0,76.0,131.0,43.0,1.0,1.0,2.0,0.0,3:26,3,3,2:15,F,Lightweight,M,KO/TKO,Knee to Head In Clinch
Kamal,Shalorus,Rafael,Dos Anjos,3185.0,738.0,1.0,17.0,11.0,10.0,5.0,0.0,0.0,1.0,0.0,0:35,3,1,1:40,F,Lightweight,M,Submission,Rear Naked Choke
Mark,Bocek,Jim,Miller,1693.0,3746.0,0.0,89.0,42.0,67.0,23.0,2.0,1.0,3.0,1.0,1:37,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mark,Bocek,Frankie,Edgar,3122.0,3746.0,0.0,76.0,53.0,54.0,31.0,0.0,0.0,0.0,0.0,2:19,3,1,4:55,F,Lightweight,M,KO/TKO,Punches to Head From Side Control
Mark,Bocek,Mac,Danzig,3298.0,3746.0,1.0,190.0,148.0,88.0,46.0,1.0,1.0,2.0,0.0,4:47,3,3,3:48,F,Lightweight,M,Submission,Rear Naked Choke
Duane,Ludwig,Jim,Miller,1693.0,1957.0,1.0,28.0,11.0,23.0,6.0,0.0,0.0,1.0,0.0,0:15,3,1,2:31,F,Lightweight,M,Submission,Armbar From Mount
Steve,Lopez,Jim,Miller,1693.0,1980.0,1.0,97.0,40.0,87.0,30.0,1.0,0.0,1.0,0.0,2:18,3,2,0:48,F,Lightweight,M,KO/TKO,"to    
      Shoulder Injury"
Mac,Danzig,Jim,Miller,1693.0,3298.0,0.0,157.0,98.0,91.0,37.0,7.0,6.0,1.0,0.0,10:28,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mac,Danzig,Clay,Guida,2702.0,3298.0,0.0,133.0,67.0,106.0,43.0,18.0,10.0,0.0,0.0,8:36,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mac,Danzig,Matt,Wiman,116.0,3298.0,0.0,169.0,119.0,141.0,93.0,7.0,2.0,1.0,1.0,4:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mac,Danzig,Joe,Lauzon,2102.0,3298.0,0.0,113.0,80.0,75.0,43.0,3.0,3.0,2.0,1.0,6:56,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mac,Danzig,Takanori,Gomi,2795.0,3298.0,1.0,175.0,88.0,140.0,54.0,2.0,1.0,0.0,0.0,4:21,3,3,5:00,F,Lightweight,M,Decision,Split
Mac,Danzig,Josh,Neer,1501.0,3298.0,0.0,119.0,68.0,96.0,46.0,0.0,0.0,3.0,0.0,2:13,3,2,3:36,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Mac,Danzig,Joe,Stevenson,539.0,3298.0,0.0,19.0,6.0,19.0,6.0,0.0,0.0,0.0,0.0,0:00,3,1,1:54,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Matt,Wiman,Jim,Miller,1693.0,116.0,0.0,193.0,110.0,137.0,61.0,6.0,4.0,2.0,1.0,10:38,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Wiman,Joe,Solecki,611.0,116.0,0.0,217.0,177.0,70.0,56.0,5.0,4.0,0.0,0.0,12:29,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Wiman,Cole,Miller,1692.0,116.0,0.0,102.0,60.0,53.0,22.0,1.0,0.0,0.0,0.0,0:03,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Wiman,Sam,Stout,519.0,116.0,1.0,219.0,87.0,186.0,62.0,0.0,0.0,0.0,1.0,2:41,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Wiman,Dennis,Siver,649.0,116.0,0.0,213.0,128.0,111.0,31.0,1.0,1.0,0.0,0.0,1:28,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Wiman,Mac,Danzig,3298.0,116.0,0.0,15.0,9.0,8.0,4.0,1.0,1.0,0.0,0.0,0:57,3,1,1:45,F,Lightweight,M,Submission,"Guillotine Choke From Mount
      Technical Submission"
Matt,Wiman,Paul,Sass,811.0,116.0,0.0,19.0,14.0,10.0,6.0,1.0,1.0,0.0,0.0,2:55,3,1,3:48,F,Lightweight,M,Submission,Armbar On Ground
Matt,Wiman,TJ,Grant,2738.0,116.0,1.0,96.0,56.0,93.0,54.0,0.0,0.0,0.0,0.0,1:10,3,1,4:51,F,Lightweight,M,KO/TKO,Elbows to Head In Clinch
Matt,Wiman,Spencer,Fisher,2981.0,116.0,1.0,58.0,44.0,39.0,27.0,0.0,0.0,0.0,0.0,1:58,3,2,1:43,F,Lightweight,M,KO/TKO,Flying Knee Head
David,Baron,Jim,Miller,1693.0,3852.0,0.0,64.0,46.0,28.0,15.0,6.0,5.0,5.0,0.0,10:45,3,3,3:19,F,Lightweight,M,Submission,Rear Naked Choke
Cameron,VanCamp,Nikolas,Motta,1587.0,291.0,1.0,45.0,24.0,45.0,24.0,0.0,0.0,0.0,0.0,0:05,3,1,3:49,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Steve,Garcia,Luis,Pena,1273.0,2871.0,0.0,95.0,58.0,42.0,27.0,1.0,0.0,1.0,0.0,14:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Daniel,Teymur,Danny,Henry,2586.0,416.0,1.0,243.0,153.0,174.0,93.0,3.0,1.0,2.0,0.0,5:53,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Diego,Sanchez,Al,Iaquinta,2467.0,870.0,2.0,19.0,12.0,19.0,12.0,0.0,0.0,0.0,0.0,0:05,3,1,1:38,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Diego,Sanchez,Gilbert,Melendez,1733.0,870.0,0.0,253.0,98.0,250.0,96.0,1.0,1.0,0.0,0.0,0:34,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Diego,Sanchez,BJ,Penn,1267.0,870.0,0.0,213.0,149.0,131.0,70.0,0.0,0.0,0.0,0.0,1:30,5,5,2:37,T,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
Diego,Sanchez,Takanori,Gomi,2795.0,870.0,0.0,180.0,81.0,180.0,81.0,0.0,0.0,0.0,0.0,0:03,3,3,5:00,F,Lightweight,M,Decision,Split
Gilbert,Burns,Dan,Hooker,2512.0,3616.0,2.0,34.0,22.0,34.0,22.0,0.0,0.0,1.0,0.0,0:15,3,1,2:28,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Gilbert,Burns,Olivier,Aubin-Mercier,3912.0,3616.0,0.0,98.0,42.0,96.0,40.0,0.0,0.0,0.0,0.0,0:51,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Gilbert,Burns,Jason,Saggo,900.0,3616.0,0.0,99.0,39.0,92.0,35.0,2.0,1.0,0.0,0.0,1:03,3,2,4:55,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Brad,Riddell,Drew,Dober,3200.0,1042.0,0.0,173.0,78.0,168.0,73.0,5.0,1.0,0.0,1.0,1:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nasrat,Haqparast,Drew,Dober,3200.0,2650.0,1.0,26.0,13.0,26.0,13.0,0.0,0.0,0.0,0.0,0:06,3,1,1:10,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Nasrat,Haqparast,Dan,Hooker,2512.0,2650.0,0.0,261.0,177.0,153.0,73.0,7.0,3.0,0.0,0.0,7:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nasrat,Haqparast,Joaquim,Silva,688.0,2650.0,0.0,56.0,15.0,56.0,15.0,0.0,0.0,0.0,0.0,0:00,3,2,0:36,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Nasrat,Haqparast,John,Makdessi,1896.0,2650.0,0.0,196.0,73.0,196.0,73.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nasrat,Haqparast,Bobby,Green,2728.0,2650.0,0.0,355.0,188.0,355.0,188.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nasrat,Haqparast,Thibault,Gouti,2764.0,2650.0,0.0,306.0,95.0,284.0,78.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nasrat,Haqparast,Marcin,Held,2599.0,2650.0,0.0,137.0,59.0,89.0,19.0,10.0,3.0,1.0,0.0,7:25,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Marco,Polo Reyes,Drew,Dober,3200.0,1066.0,1.0,29.0,17.0,27.0,16.0,0.0,0.0,0.0,0.0,0:05,3,1,1:07,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Marco,Polo Reyes,Matt,Frevola,2926.0,1066.0,0.0,30.0,9.0,30.0,9.0,0.0,0.0,0.0,0.0,0:00,3,1,1:00,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Marco,Polo Reyes,James,Vick,250.0,1066.0,1.0,52.0,20.0,52.0,20.0,0.0,0.0,0.0,0.0,0:04,3,1,2:39,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Marco,Polo Reyes,Damir,Hadzovic,2678.0,1066.0,0.0,121.0,70.0,109.0,58.0,3.0,2.0,0.0,0.0,2:19,3,2,2:03,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Marco,Polo Reyes,Cesar,Arzamendia,3930.0,1066.0,0.0,54.0,23.0,46.0,16.0,4.0,3.0,0.0,0.0,1:12,3,1,3:42,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jon,Tuck,Drew,Dober,3200.0,347.0,0.0,208.0,122.0,136.0,60.0,2.0,2.0,0.0,0.0,7:47,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jon,Tuck,Damien,Brown,3653.0,347.0,0.0,136.0,40.0,130.0,34.0,1.0,0.0,1.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Jon,Tuck,Takanori,Gomi,2795.0,347.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0:00,3,1,1:12,F,Lightweight,M,Submission,Rear Naked Choke
Jon,Tuck,Norman,Parke,1315.0,347.0,0.0,248.0,82.0,246.0,81.0,1.0,1.0,0.0,0.0,0:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jon,Tuck,Tae,Hyun Bang,3872.0,347.0,0.0,34.0,12.0,34.0,12.0,1.0,1.0,0.0,0.0,0:00,3,1,3:56,F,Lightweight,M,Submission,Rear Naked Choke
Jon,Tuck,Zhang,Tiequan,18.0,347.0,0.0,102.0,46.0,93.0,40.0,2.0,2.0,0.0,0.0,1:16,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Frank,Camacho,Nick,Hein,2601.0,3582.0,0.0,87.0,45.0,79.0,37.0,3.0,1.0,0.0,0.0,0:21,3,2,4:56,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Frank,Camacho,Damien,Brown,3653.0,3582.0,0.0,263.0,115.0,251.0,104.0,7.0,2.0,1.0,0.0,2:12,3,3,5:00,F,Lightweight,M,Decision,Split
Marcin,Wrzosek,Julian,Erosa,3073.0,89.0,0.0,159.0,107.0,108.0,61.0,3.0,2.0,2.0,0.0,4:39,3,3,5:00,F,Lightweight,M,Decision,Split
Phillipe,Nover,Efrain,Escudero,3065.0,1444.0,0.0,104.0,81.0,45.0,27.0,8.0,7.0,0.0,0.0,9:20,3,3,5:00,T,Lightweight,M,Decision,Unanimous
Phillipe,Nover,Rob,Emerson,3089.0,1444.0,0.0,71.0,40.0,53.0,26.0,11.0,7.0,0.0,0.0,9:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Phillipe,Nover,Kyle,Bradley,3696.0,1444.0,0.0,11.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,0:09,3,1,1:03,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Mike,Brown,Genki,Sudo,503.0,3660.0,0.0,12.0,10.0,8.0,6.0,1.0,1.0,4.0,0.0,0:12,3,1,3:31,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
